id_solicitud,fecha_solicitud,cedula_ciudadania,nombre,apellido,edad,ingresos_anuales,puntaje_crediticio,historial_pagos,deuda_actual,antiguedad_laboral,estado_civil,numero_dependientes,tipo_empleo,solicitud_credito,inicio_mes,inicio_semana
RA-2022102912,2022-10-29,877358932,Camilo,Velásquez,31,77471.2,698,Malo,35672.17,0,Viudo,1,Fijo,0.0,2022-10-01,2022-10-24
RA-2022102910,2022-10-29,829362584,Mercedes,Durán,24,19939.6,783,Malo,23335.88,26,Casado,5,Autonomo,0.0,2022-10-01,2022-10-24
RA-2022102907,2022-10-29,700313111,Lucía,Ordóñez,64,68566.88,774,Malo,6388.7,17,Viudo,5,Fijo,0.0,2022-10-01,2022-10-24
RA-2022102908,2022-10-29,051279764,Lisbeth,Herrera,43,235249.86,724,Malo,7364.93,32,Soltero,3,Desempleado,0.0,2022-10-01,2022-10-24
RA-2022102909,2022-10-29,320474498,Yesid,Buitrago,77,93050.85,446,Regular,47411.83,13,Viudo,3,Fijo,0.0,2022-10-01,2022-10-24
RA-2022102906,2022-10-29,373728378,Héctor,González,74,77246.56,763,Regular,9629.2,32,Casado,4,Temporal,1.0,2022-10-01,2022-10-24
RA-2022102905,2022-10-29,238594744,Ximena,Flórez,33,77809.31,768,Bueno,25388.05,30,Viudo,2,Autonomo,1.0,2022-10-01,2022-10-24
RA-2022102904,2022-10-29,416200262,Margarita,Gil,29,167158.35,605,Bueno,22022.81,37,Casado,1,Autonomo,0.0,2022-10-01,2022-10-24
RA-2022102903,2022-10-29,882880414,María,Rosero,56,205316.53,528,Malo,46821.86,26,Divorciado,3,Fijo,0.0,2022-10-01,2022-10-24
RA-2022102902,2022-10-29,126565106,Michael,Mosquera,28,119544.97,724,Regular,12774.74,27,Soltero,0,Temporal,1.0,2022-10-01,2022-10-24
RA-2022102901,2022-10-29,614815898,Camila,Gómez,78,196130.12,375,Regular,8520.45,20,Viudo,1,Fijo,0.0,2022-10-01,2022-10-24
RA-2022103016,2022-10-30,220556221,Dora,Morales,31,167081.89,811,Regular,7059.04,9,Casado,4,Desempleado,1.0,2022-10-01,2022-10-24
RA-2022103017,2022-10-30,631480562,Carlos,Portilla,76,114137.47,553,Bueno,14580.04,20,Soltero,3,Autonomo,0.0,2022-10-01,2022-10-24
RA-2022103018,2022-10-30,525330306,Ester,Buitrago,76,91519.9,608,Bueno,14911.63,6,Casado,3,Desempleado,0.0,2022-10-01,2022-10-24
RA-2022103019,2022-10-30,284299976,José,Romero,33,163473.95,674,Bueno,12467.9,20,Divorciado,2,Autonomo,1.0,2022-10-01,2022-10-24
RA-2022103020,2022-10-30,669401451,Fanny,Caballero,49,239137.65,752,Regular,16481.38,30,Viudo,0,Fijo,1.0,2022-10-01,2022-10-24
RA-2022103024,2022-10-30,401187260,Carlos,Silva,46,65630.97,825,Malo,31549.24,20,Divorciado,0,Autonomo,0.0,2022-10-01,2022-10-24
RA-2022103022,2022-10-30,672808571,Christian,Pérez,77,58892.11,495,Regular,49208.58,19,Soltero,1,Temporal,0.0,2022-10-01,2022-10-24
RA-2022103023,2022-10-30,629625164,Jennifer,Reyes,50,89635.29,674,Bueno,20177.14,14,Divorciado,0,Autonomo,1.0,2022-10-01,2022-10-24
RA-2022103015,2022-10-30,382142261,Junior,Quintero,79,107328.35,845,Regular,36947.33,28,Casado,0,Autonomo,1.0,2022-10-01,2022-10-24
RA-2022103025,2022-10-30,025120106,Wendy,Mesa,18,214599.22,770,Malo,19324.59,22,Viudo,0,Autonomo,0.0,2022-10-01,2022-10-24
RA-2022103021,2022-10-30,804145191,Rosalba,Ariza,44,220217.43,696,Regular,49070.62,27,Casado,1,Temporal,1.0,2022-10-01,2022-10-24
RA-2022103013,2022-10-30,692049448,Gloria,Díaz,62,60309.9,597,Bueno,10968.33,5,Soltero,4,Autonomo,0.0,2022-10-01,2022-10-24
RA-2022103014,2022-10-30,326119443,Nidia,Morales,65,41287.64,481,Regular,15499.44,5,Divorciado,4,Temporal,0.0,2022-10-01,2022-10-24
RA-2022103001,2022-10-30,771511738,Luis,González,47,69128.51,420,Bueno,9376.34,32,Viudo,1,Temporal,0.0,2022-10-01,2022-10-24
RA-2022103011,2022-10-30,178460662,Margarita,González,61,63834.43,559,Malo,115.26,26,Soltero,2,Autonomo,0.0,2022-10-01,2022-10-24
RA-2022103010,2022-10-30,926652763,Jorge,Valencia,79,37610.51,825,Malo,28894.91,36,Viudo,1,Fijo,0.0,2022-10-01,2022-10-24
RA-2022103009,2022-10-30,487067847,Elena,Ramírez,37,125657.4,714,Bueno,10242.21,25,Soltero,2,Autonomo,1.0,2022-10-01,2022-10-24
RA-2022103008,2022-10-30,184302925,Yéssica,Medina,79,218279.68,356,Bueno,20403.86,38,Casado,1,Temporal,0.0,2022-10-01,2022-10-24
RA-2022103007,2022-10-30,884830703,Gabriel,Velásquez,51,117090.13,328,Malo,12073.26,26,Divorciado,0,Desempleado,0.0,2022-10-01,2022-10-24
RA-2022103006,2022-10-30,355545646,Yesid,Castro,55,228195.56,795,Regular,40582.38,39,Soltero,0,Fijo,1.0,2022-10-01,2022-10-24
RA-2022103005,2022-10-30,693510145,Cecilia,García,59,42608.22,439,Regular,7671.29,20,Soltero,5,Desempleado,0.0,2022-10-01,2022-10-24
RA-2022103004,2022-10-30,424270670,Luz,Rodríguez,56,93714.17,375,Bueno,37319.44,1,Divorciado,2,Temporal,0.0,2022-10-01,2022-10-24
RA-2022103003,2022-10-30,485935286,Germán,Navarro,41,39608.62,479,Bueno,37050.74,32,Casado,1,Desempleado,0.0,2022-10-01,2022-10-24
RA-2022103002,2022-10-30,450736740,Constanza,Velásquez,34,106246.14,797,Bueno,21972.2,25,Viudo,3,Temporal,1.0,2022-10-01,2022-10-24
RA-2022103012,2022-10-30,593741395,Raquel,Vanegas,24,101899.45,702,Regular,65.37,9,Soltero,0,Desempleado,1.0,2022-10-01,2022-10-24
RA-2022103114,2022-10-31,390184816,Julia,Garcés,69,143966.5,717,Bueno,10506.34,12,Casado,2,Temporal,1.0,2022-10-01,2022-10-31
RA-2022103115,2022-10-31,809104572,Lorena,Vargas,66,117684.59,597,Regular,7984.14,16,Divorciado,1,Autonomo,0.0,2022-10-01,2022-10-31
RA-2022103116,2022-10-31,443222668,José,Franco,43,200924.78,619,Malo,45538.1,23,Casado,2,Desempleado,0.0,2022-10-01,2022-10-31
RA-2022103117,2022-10-31,908909059,Lina,Torres,72,188827.01,529,Regular,13239.6,4,Casado,1,Temporal,0.0,2022-10-01,2022-10-31
RA-2022103113,2022-10-31,531675831,Gustavo,Rincón,58,232705.24,627,Regular,47510.86,9,Viudo,4,Fijo,0.0,2022-10-01,2022-10-31
RA-2022103119,2022-10-31,023300625,Eliecer,García,41,154350.53,510,Malo,18574.57,19,Viudo,1,Autonomo,0.0,2022-10-01,2022-10-31
RA-2022103120,2022-10-31,182156180,Vanessa,Perea,25,89636.23,467,Regular,5978.88,15,Casado,5,Desempleado,0.0,2022-10-01,2022-10-31
RA-2022103121,2022-10-31,047883353,Alfredo,Contreras,74,237135.29,849,Malo,15252.91,7,Divorciado,3,Desempleado,0.0,2022-10-01,2022-10-31
RA-2022103122,2022-10-31,585876805,Juan,Mora,19,205953.07,413,Regular,26191.4,5,Casado,4,Fijo,0.0,2022-10-01,2022-10-31
RA-2022103118,2022-10-31,935269209,Andrés,Pérez,59,115700.74,422,Bueno,23510.18,15,Soltero,4,Desempleado,0.0,2022-10-01,2022-10-31
RA-2022103112,2022-10-31,803356114,Beatriz,Rojas,20,56547.83,580,Regular,4964.34,34,Viudo,1,Autonomo,0.0,2022-10-01,2022-10-31
RA-2022103109,2022-10-31,876242620,Yolima,Galindo,55,247286.5,621,Malo,40068.6,27,Viudo,4,Desempleado,0.0,2022-10-01,2022-10-31
RA-2022103110,2022-10-31,002994898,Junior,Rivera,22,90407.01,691,Malo,32039.91,13,Casado,2,Fijo,0.0,2022-10-01,2022-10-31
RA-2022103101,2022-10-31,486022322,Fernanda,Ruiz,39,23467.83,497,Regular,36213.23,18,Casado,1,Fijo,0.0,2022-10-01,2022-10-31
RA-2022103103,2022-10-31,000612613,Claudia,Castro,62,225721.9,389,Regular,47682.5,25,Casado,4,Fijo,0.0,2022-10-01,2022-10-31
RA-2022103104,2022-10-31,542954188,Rafael,Marín,50,58919.76,387,Regular,981.61,16,Viudo,1,Fijo,0.0,2022-10-01,2022-10-31
RA-2022103105,2022-10-31,922518684,Emilia,Nieto,67,16620.62,520,Malo,46056.12,1,Divorciado,2,Fijo,0.0,2022-10-01,2022-10-31
RA-2022103102,2022-10-31,776085519,Germán,Molano,76,62016.04,399,Regular,4236.59,28,Divorciado,1,Autonomo,0.0,2022-10-01,2022-10-31
RA-2022103107,2022-10-31,466915622,Cristian,Zapata,18,187410.68,595,Regular,44089.58,40,Casado,0,Temporal,0.0,2022-10-01,2022-10-31
RA-2022103108,2022-10-31,323574913,Elena,Romero,49,143248.97,484,Regular,22300.71,4,Viudo,3,Fijo,0.0,2022-10-01,2022-10-31
RA-2022103106,2022-10-31,586404315,Cristina,Cortés,80,49082.41,674,Regular,147.79,4,Soltero,0,Desempleado,1.0,2022-10-01,2022-10-31
RA-2022103111,2022-10-31,449571247,Héctor,Hurtado,66,185282.96,781,Bueno,43794.85,2,Viudo,2,Desempleado,1.0,2022-10-01,2022-10-31
RA-2022110110,2022-11-01,638899863,León,Jaimes,31,246028.79,448,Malo,13490.67,23,Divorciado,2,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110116,2022-11-01,970789688,Antonio,Osorio,46,158621.9,599,Regular,13475.0,9,Casado,2,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110115,2022-11-01,083488065,Dora,Jiménez,37,205664.29,829,Regular,18152.85,0,Soltero,5,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110114,2022-11-01,828549908,Rafael,Sandoval,59,28846.58,303,Regular,36657.34,31,Viudo,0,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110113,2022-11-01,199899342,Yohana,Ramos,61,78189.17,740,Regular,12408.61,3,Soltero,1,Autonomo,1.0,2022-11-01,2022-10-31
RA-2022110112,2022-11-01,178138015,Miryam,Quiroga,52,180717.32,598,Malo,46178.29,7,Soltero,0,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110111,2022-11-01,049883326,Fredy,Cortés,66,236820.92,335,Regular,12180.28,39,Soltero,5,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110109,2022-11-01,184423041,Alfredo,Martínez,51,219790.19,541,Bueno,31747.3,40,Soltero,5,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110107,2022-11-01,904525117,Milena,Torres,79,70824.72,490,Bueno,22028.84,34,Viudo,0,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110106,2022-11-01,606712173,Mariela,Rodríguez,20,159078.66,812,Regular,39171.28,6,Casado,1,Desempleado,1.0,2022-11-01,2022-10-31
RA-2022110105,2022-11-01,110898998,Luis,Trujillo,49,187815.06,730,Regular,34805.8,32,Casado,2,Fijo,1.0,2022-11-01,2022-10-31
RA-2022110104,2022-11-01,990383012,Helena,Zapata,20,233709.38,507,Malo,26690.39,6,Soltero,5,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110103,2022-11-01,767584104,Tulia,Muñoz,35,18509.6,379,Malo,37404.4,1,Casado,4,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110102,2022-11-01,714153561,Denis,Jiménez,45,38296.6,695,Regular,37651.05,0,Viudo,5,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110101,2022-11-01,010983904,Alberto,Suárez,70,110764.73,682,Bueno,48585.63,22,Divorciado,1,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110108,2022-11-01,906713118,Milena,Rodríguez,47,32477.41,524,Bueno,1750.97,0,Divorciado,3,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110215,2022-11-02,037145865,Fanny,Valencia,47,33065.4,799,Regular,44498.96,37,Soltero,0,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110216,2022-11-02,627904443,Marlene,López,31,181844.89,322,Bueno,26404.37,4,Casado,0,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110217,2022-11-02,241775047,Cecilia,Arévalo,45,217937.11,560,Regular,31154.08,0,Divorciado,1,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110218,2022-11-02,186136069,Ferney,Arboleda,77,75370.3,383,Malo,7141.27,14,Divorciado,1,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110224,2022-11-02,221502175,Stella,Pulido,61,25328.79,374,Malo,1211.08,40,Divorciado,0,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110222,2022-11-02,206618540,Yolanda,Rivera,36,84995.5,762,Bueno,1965.94,1,Soltero,0,Autonomo,1.0,2022-11-01,2022-10-31
RA-2022110220,2022-11-02,168445882,Alexandra,Gómez,39,98646.36,463,Bueno,42986.22,33,Casado,3,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110221,2022-11-02,374194628,Jeferson,López,60,164441.85,801,Regular,6488.43,38,Divorciado,3,Fijo,1.0,2022-11-01,2022-10-31
RA-2022110223,2022-11-02,265500051,Diana,Lozano,62,92732.43,408,Bueno,17897.7,3,Casado,4,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110214,2022-11-02,981260164,Isidro,Martínez,40,86887.4,404,Regular,35831.84,6,Viudo,5,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110219,2022-11-02,965027894,Alejandra,Velásquez,73,50255.41,626,Regular,25654.53,35,Casado,5,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110213,2022-11-02,614633783,Marcela,Rodríguez,67,216540.77,794,Regular,37018.65,6,Divorciado,5,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110206,2022-11-02,873862714,Fernando,Soto,30,40990.19,436,Regular,11622.9,19,Divorciado,5,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110211,2022-11-02,278150741,Omar,Peña,51,58411.94,826,Bueno,46413.31,10,Viudo,3,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110201,2022-11-02,398791621,Tulio,Arias,51,133691.19,695,Malo,548.52,15,Divorciado,0,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110202,2022-11-02,833899582,Doris,González,64,53714.1,752,Malo,31809.78,30,Casado,0,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110203,2022-11-02,886137192,Daniel,Molina,35,183929.59,604,Malo,45917.89,33,Soltero,0,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110204,2022-11-02,321363492,Mirian,Rojas,50,161718.15,334,Bueno,7803.34,20,Soltero,4,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110212,2022-11-02,582197741,Damaris,Acosta,71,137385.0,789,Bueno,8214.22,27,Viudo,2,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110207,2022-11-02,255761662,Jairo,González,69,200963.81,594,Regular,33444.94,12,Soltero,5,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110208,2022-11-02,665394079,Juan,Benavides,18,46893.58,841,Regular,2421.44,34,Divorciado,3,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110209,2022-11-02,034976530,Manuela,Rodríguez,32,179689.28,346,Malo,37695.18,28,Divorciado,1,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110210,2022-11-02,300103143,Víctor,Cifuentes,34,201226.67,411,Regular,30122.22,21,Viudo,0,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110205,2022-11-02,947165600,José,Valencia,80,236250.83,781,Bueno,11296.08,16,Soltero,5,Desempleado,1.0,2022-11-01,2022-10-31
RA-2022110314,2022-11-03,355821665,Diana,Rodríguez,30,238765.7,358,Bueno,26367.3,2,Casado,4,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110313,2022-11-03,864749419,Camilo,Sierra,18,93554.55,611,Regular,21743.63,15,Soltero,3,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110312,2022-11-03,700053921,Carlos,Mejía,57,34507.54,336,Bueno,7425.29,3,Casado,5,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110311,2022-11-03,972668571,Luz,Quintero,21,29699.69,491,Bueno,10765.37,15,Divorciado,4,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110309,2022-11-03,869287959,Angie,Hurtado,29,117776.2,384,Bueno,18908.29,33,Viudo,4,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110308,2022-11-03,165317837,José,Bernal,48,107522.87,735,Malo,42116.25,36,Soltero,2,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110310,2022-11-03,401836640,Lizeth,Orozco,50,80438.33,544,Regular,20814.8,11,Viudo,3,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110306,2022-11-03,072193741,Juan,Bernal,57,116870.92,776,Bueno,18387.95,20,Casado,3,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110301,2022-11-03,186093591,Olga,Roa,18,110216.08,667,Bueno,17643.22,9,Soltero,5,Autonomo,1.0,2022-11-01,2022-10-31
RA-2022110302,2022-11-03,007044325,Víctor,Ordóñez,73,76240.74,466,Regular,19744.02,6,Divorciado,4,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110307,2022-11-03,043741026,Martha,Serna,26,154876.11,509,Malo,30604.54,38,Casado,3,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110304,2022-11-03,262721556,Gladys,Parra,74,72069.5,629,Malo,21902.04,31,Divorciado,0,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110305,2022-11-03,383885133,Andrés,Castro,34,235158.62,314,Regular,35138.42,31,Soltero,5,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110303,2022-11-03,180144580,José,Ríos,36,55822.2,805,Bueno,4565.16,38,Viudo,4,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110420,2022-11-04,623731541,Alexander,Salas,49,158274.69,392,Regular,37423.96,11,Viudo,5,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110419,2022-11-04,434672300,Daniela,López,45,27644.93,696,Malo,42533.49,38,Casado,3,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110411,2022-11-04,352789470,Mayra,Beltrán,68,69891.19,381,Bueno,48220.16,17,Casado,0,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110417,2022-11-04,242704655,Sofía,Rodríguez,78,224330.36,534,Malo,11011.93,35,Casado,1,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110416,2022-11-04,035852506,José,Perea,65,135009.93,786,Regular,13805.0,31,Divorciado,2,Desempleado,1.0,2022-11-01,2022-10-31
RA-2022110415,2022-11-04,963642608,Víctor,Niño,33,130894.78,326,Bueno,12216.43,28,Viudo,2,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110414,2022-11-04,733312386,Segundo,Suárez,34,30662.59,517,Bueno,36625.5,22,Divorciado,4,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110413,2022-11-04,770853764,Alexandra,Ávila,69,122811.38,384,Malo,21864.91,32,Soltero,4,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110412,2022-11-04,854928950,Jhon,Reyes,42,105572.24,406,Regular,43068.13,7,Soltero,0,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110418,2022-11-04,918388774,Carlos,Miranda,23,74089.35,730,Malo,21606.36,14,Divorciado,3,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110410,2022-11-04,304598982,Jairo,González,60,160119.69,767,Malo,11772.1,26,Divorciado,0,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110408,2022-11-04,242925590,Leandro,Fernández,33,115125.73,818,Malo,7981.55,16,Viudo,1,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110407,2022-11-04,783171617,Milena,Gómez,50,19519.07,476,Regular,851.28,24,Casado,0,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110406,2022-11-04,949978297,Antonio,Garcés,70,78706.08,696,Bueno,12007.23,39,Divorciado,5,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110405,2022-11-04,663778361,Jesús,Castillo,73,49877.19,498,Bueno,4766.15,11,Viudo,4,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110404,2022-11-04,121893424,Gilberto,García,53,221322.39,474,Malo,18991.99,21,Soltero,5,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110403,2022-11-04,063758329,Inés,Vega,46,46882.55,466,Bueno,28124.78,9,Soltero,1,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110402,2022-11-04,916446168,Lucy,Angulo,73,165527.59,555,Malo,47906.65,33,Viudo,1,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110401,2022-11-04,369423515,Alexander,Acosta,25,55199.16,707,Bueno,26566.56,7,Soltero,1,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110409,2022-11-04,362543159,Isaac,Torres,68,125625.36,397,Bueno,3489.86,18,Casado,1,Temporal,0.0,2022-11-01,2022-10-31
RA-2022110512,2022-11-05,810731994,Andrea,Gómez,74,73502.62,688,Regular,2199.33,21,Divorciado,4,Autonomo,1.0,2022-11-01,2022-10-31
RA-2022110513,2022-11-05,832971152,Brayan,Rojas,20,116584.04,801,Malo,43974.62,28,Casado,0,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110514,2022-11-05,263714484,María,Ruiz,53,34715.71,396,Bueno,23275.8,34,Casado,3,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110519,2022-11-05,912467824,Sebastián,Silva,38,244029.88,716,Bueno,18643.75,10,Casado,2,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110516,2022-11-05,939681971,Julián,Cruz,60,166089.02,365,Bueno,10269.34,4,Viudo,4,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110517,2022-11-05,174162223,Adriana,Fernández,54,18795.61,743,Bueno,41725.48,23,Divorciado,1,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110518,2022-11-05,316263403,Juan,Mejía,75,119860.92,477,Regular,28308.52,2,Casado,1,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110515,2022-11-05,206961702,Juliana,Jiménez,53,181962.17,577,Malo,35824.66,34,Viudo,4,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110511,2022-11-05,207920481,Carmen,Ayala,35,57368.32,710,Bueno,30549.95,9,Divorciado,5,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110508,2022-11-05,841134728,Carlos,Ortiz,35,98534.28,368,Malo,49017.25,3,Casado,2,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110509,2022-11-05,223500700,Manuel,Murillo,78,150438.33,689,Regular,22802.49,19,Casado,1,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110507,2022-11-05,746403682,Yudy,Mora,71,37815.54,836,Malo,1634.61,31,Viudo,5,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110506,2022-11-05,305841449,Liliana,Gutiérrez,50,189463.45,748,Malo,12399.61,16,Viudo,3,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110505,2022-11-05,601576895,Edith,Daza,57,66460.74,741,Bueno,911.79,7,Divorciado,0,Desempleado,1.0,2022-11-01,2022-10-31
RA-2022110504,2022-11-05,868158989,Cristina,Jiménez,65,217390.92,750,Regular,44016.19,14,Casado,3,Fijo,1.0,2022-11-01,2022-10-31
RA-2022110503,2022-11-05,595265285,Carlos,Salcedo,38,183226.72,412,Bueno,8828.03,38,Divorciado,4,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110502,2022-11-05,873123232,Rosa,Romero,51,99249.97,768,Malo,262.2,18,Viudo,3,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110501,2022-11-05,541481172,José,Pérez,65,67425.33,714,Bueno,12695.42,1,Divorciado,4,Fijo,1.0,2022-11-01,2022-10-31
RA-2022110510,2022-11-05,669780425,Patricia,Ruiz,34,27869.17,477,Malo,19097.5,9,Viudo,0,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110608,2022-11-06,007776528,Carlos,Gaitán,58,28617.26,413,Malo,8734.53,26,Divorciado,3,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110612,2022-11-06,372394734,Eduardo,Gaitán,74,152810.7,443,Malo,49304.55,21,Soltero,2,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110611,2022-11-06,028617680,Mireya,Rodríguez,58,113341.59,374,Bueno,43664.52,28,Viudo,5,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110610,2022-11-06,577032767,José,Burbano,47,230313.7,762,Bueno,6810.64,24,Casado,5,Desempleado,1.0,2022-11-01,2022-10-31
RA-2022110609,2022-11-06,871712711,Luis,Padilla,20,175264.91,441,Bueno,34403.2,37,Casado,1,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110607,2022-11-06,142015997,María,Rueda,80,220359.04,465,Regular,3849.53,5,Casado,0,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110605,2022-11-06,635757701,Carmen,Murillo,30,47999.61,755,Bueno,13048.51,8,Divorciado,4,Temporal,1.0,2022-11-01,2022-10-31
RA-2022110606,2022-11-06,458224412,Marta,Jiménez,29,166436.73,520,Malo,42573.01,0,Divorciado,0,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110604,2022-11-06,175246883,Edgar,Ardila,19,42526.74,355,Regular,36773.86,26,Soltero,3,Fijo,0.0,2022-11-01,2022-10-31
RA-2022110603,2022-11-06,986915216,Carlos,Díaz,31,91467.11,342,Bueno,27997.53,6,Casado,1,Desempleado,0.0,2022-11-01,2022-10-31
RA-2022110602,2022-11-06,423176944,Alfonso,Vásquez,55,205712.73,804,Regular,35251.75,10,Casado,0,Fijo,1.0,2022-11-01,2022-10-31
RA-2022110601,2022-11-06,264451634,Ángel,Gómez,65,50491.94,672,Bueno,23764.26,7,Divorciado,0,Autonomo,0.0,2022-11-01,2022-10-31
RA-2022110723,2022-11-07,642574616,Liliana,Valencia,75,25350.27,758,Regular,174.86,9,Viudo,3,Fijo,0.0,2022-11-01,2022-11-07
RA-2022110722,2022-11-07,806763267,Adriana,Rentería,20,242990.99,394,Malo,5932.66,36,Viudo,5,Temporal,0.0,2022-11-01,2022-11-07
RA-2022110721,2022-11-07,357920844,Kelly,Franco,59,154948.92,724,Bueno,43980.14,33,Soltero,1,Desempleado,1.0,2022-11-01,2022-11-07
RA-2022110720,2022-11-07,837599952,Cristian,Mejía,76,206812.82,832,Bueno,41801.8,14,Casado,0,Desempleado,1.0,2022-11-01,2022-11-07
RA-2022110718,2022-11-07,061774738,Miguel,Cardozo,31,223676.71,741,Regular,16464.18,26,Casado,5,Autonomo,1.0,2022-11-01,2022-11-07
RA-2022110717,2022-11-07,622542127,Yeison,Rangel,28,113093.72,447,Bueno,15768.65,17,Divorciado,1,Fijo,0.0,2022-11-01,2022-11-07
RA-2022110716,2022-11-07,944574785,Julieth,Romero,41,197013.6,565,Malo,35593.11,5,Casado,3,Fijo,0.0,2022-11-01,2022-11-07
RA-2022110715,2022-11-07,173615782,Jesús,Álvarez,65,111817.4,453,Regular,21930.98,24,Divorciado,4,Autonomo,0.0,2022-11-01,2022-11-07
RA-2022110714,2022-11-07,097136989,José,Bravo,25,65843.05,558,Bueno,35459.3,14,Viudo,3,Desempleado,0.0,2022-11-01,2022-11-07
RA-2022110713,2022-11-07,290149566,Efrain,González,21,226073.61,508,Malo,47387.02,11,Casado,4,Fijo,0.0,2022-11-01,2022-11-07
RA-2022110712,2022-11-07,808161001,Sonia,Ramírez,67,127221.16,786,Malo,29998.89,31,Divorciado,3,Autonomo,0.0,2022-11-01,2022-11-07
