CLIENTE_ID,NOMBRE,GENERO,EDAD,CIUDAD,FRECUENCIA_COMPRA,PRIMERA_COMPRA,ULTIMA_COMPRA,TIEMPO_CLIENTE_MESES,DIAS_ULTIMA_COMPRA
308,Jairo Andrés Manrique,M,68,Medellín,5,2023-01-12,2025-06-13,29,2
309,José Gerardo Calderón López,F,46,Villavicencio,10,2023-01-08,2025-06-13,29,2
310,Astrid Maritza Ortiz,M,73,Barranquilla,10,2023-01-11,2025-05-13,29,33
311,Jorge Ocampo,F,34,Villavicencio,5,2023-01-06,2025-06-13,29,2
312,Luz Agudelo Benavides,F,51,Cartagena,2,2023-01-12,2025-05-21,29,25
313,Harold Bustos,F,30,Cali,11,2023-01-22,2025-05-30,29,16
314,Ricardo Salcedo,F,60,Bucaramanga,11,2023-01-03,2025-05-23,29,23
315,Danny Carlos Hernández,M,68,Medellín,16,2023-01-15,2025-06-14,29,1
316,Nelson Víctor López,M,48,Barranquilla,16,2023-01-06,2025-06-10,29,5
317,Luz Alzate,F,25,Bucaramanga,8,2023-01-06,2025-06-12,29,3
318,Liliana Margarita Salazar,F,21,Cartagena,3,2023-01-05,2025-06-10,29,5
319,María Myriam Gómez,M,49,Cali,18,2023-01-14,2025-06-05,29,10
320,Pablo Harold Ojeda,F,78,Ibagué,19,2023-02-02,2025-05-27,28,19
321,William Alberto Palacios,M,36,Villavicencio,5,2023-01-24,2025-04-30,29,46
322,Camilo Edgar Parra,F,35,Cartagena,10,2023-01-24,2025-06-09,29,6
323,Alejandro Yeison Ospina,F,78,Tunja,6,2023-01-21,2025-06-14,29,1
324,José Gómez Mosquera,M,18,Villavicencio,9,2023-01-03,2025-06-11,29,4
325,María Jazmín Hoyos Padilla,F,29,Bogotá,14,2023-01-06,2025-06-15,29,0
326,Alberto Manuel Arboleda Álvarez,M,51,Villavicencio,14,2023-01-05,2025-06-15,29,0
327,Ana Córdoba Sánchez,M,43,Cartagena,9,2023-01-01,2025-06-07,29,8
328,Eduar Vargas,M,43,Medellín,15,2023-01-08,2025-06-06,29,9
329,Ferney Aldemar Rodríguez Ocampo,F,74,Cali,15,2023-01-02,2025-06-15,29,0
330,Alejandro Walter Rodríguez Ochoa,F,73,Cartagena,11,2023-01-05,2025-06-09,29,6
331,Roger Restrepo Ruiz,M,65,Medellín,17,2023-01-02,2025-05-07,29,39
332,Carmen Romero,F,43,Medellín,1,2023-01-04,2025-05-29,29,17
333,Diego Felipe Lozano Vanegas,M,25,Villavicencio,3,2023-01-06,2025-06-12,29,3
334,Claudia Blanca Rivera Cortés,F,78,Cali,15,2023-01-01,2025-06-11,29,4
335,David Arango Castillo,M,64,Cartagena,14,2023-01-21,2025-06-12,29,3
336,Óscar Lozano Romero,F,43,Cartagena,14,2023-01-08,2025-06-11,29,4
337,Carlos Hurtado,F,41,Tunja,13,2023-01-05,2025-06-09,29,6
338,José Sánchez García,F,43,Barranquilla,19,2023-01-11,2025-06-15,29,0
339,Melba Vélez Jiménez,M,24,Bucaramanga,15,2023-01-07,2025-06-09,29,6
340,María Elsa Contreras Mercado,F,40,Barranquilla,11,2023-01-01,2025-06-11,29,4
341,Jaider Cruz,F,64,Cartagena,13,2023-01-31,2025-06-14,29,1
342,Uriel Óscar Cárdenas,F,35,Villavicencio,6,2023-01-07,2025-05-28,29,18
343,Andrea Maira Gómez,M,52,Ibagué,15,2023-01-02,2025-06-02,29,13
344,Judith Naranjo,M,42,Cartagena,5,2023-01-04,2025-06-12,29,3
345,Julián Rivera Medina,F,45,Bogotá,7,2023-01-01,2025-06-13,29,2
346,José Pedro Ríos,M,74,Medellín,7,2023-01-11,2025-06-13,29,2
347,Jhon Fernández Rodríguez,F,39,Cúcuta,12,2023-01-01,2025-05-29,29,17
348,Mary María Palacios,M,42,Cartagena,13,2023-01-08,2025-06-04,29,11
349,Nelson López,M,37,Bogotá,4,2023-01-07,2025-06-08,29,7
350,Eliecer Castro Henao,M,27,Bogotá,9,2023-02-12,2025-06-06,28,9
351,Iván Rincón Córdoba,F,62,Bucaramanga,15,2023-01-04,2025-06-09,29,6
352,Guillermo Marlon Villa Galindo,M,53,Cali,2,2023-01-13,2025-06-13,29,2
353,Edwar Luna Arboleda,F,64,Cartagena,8,2023-01-03,2025-06-05,29,10
354,Milena Guzmán Herrera,F,66,Cali,19,2023-01-05,2025-06-03,29,12
355,Vilma Caicedo Mena,M,59,Ibagué,5,2023-01-11,2025-05-29,29,17
356,Lucía Espitia Sánchez,F,23,Villavicencio,2,2023-01-04,2025-06-08,29,7
357,Liliana Beatriz Cuéllar González,F,76,Cúcuta,13,2023-01-05,2025-06-11,29,4
358,María María Leal,M,23,Villavicencio,1,2023-01-03,2025-06-11,29,4
359,Javier Jimmy Gómez Moreno,F,70,Bogotá,6,2023-01-01,2025-06-04,29,11
360,Danilo Raúl Marín Uribe,M,23,Medellín,16,2023-01-12,2025-06-13,29,2
361,Inés Hernández Correa,F,21,Medellín,11,2023-01-16,2025-06-14,29,1
362,Johan Muñoz,F,79,Cali,9,2023-01-07,2025-05-31,29,15
363,Andrea Nancy Chávez,M,72,Villavicencio,19,2023-01-05,2025-06-10,29,5
364,Juan Roberto Garzón Buitrago,F,48,Bogotá,5,2023-01-11,2025-06-13,29,2
365,José Hernando Pinzón Cáceres,F,53,Bucaramanga,6,2023-01-09,2025-05-26,29,20
366,Esther Doris Escobar,F,19,Tunja,11,2023-01-02,2025-06-06,29,9
367,Sandra Esther Fuentes,M,21,Villavicencio,6,2023-01-04,2025-06-10,29,5
368,Alberto Montes Arévalo,M,71,Cali,6,2023-01-02,2025-06-10,29,5
369,Fernando García,F,68,Cúcuta,2,2023-01-03,2025-06-04,29,11
370,Luz Rocío Mosquera Fernández,M,32,Cali,8,2023-01-09,2025-06-09,29,6
371,Luisa Pérez Ospina,M,43,Bogotá,13,2023-01-04,2025-06-14,29,1
372,Liliana Lozano,M,61,Cartagena,6,2023-01-01,2025-06-11,29,4
373,Milena Norma Gutiérrez,F,43,Bucaramanga,4,2023-01-03,2025-05-27,29,19
374,Alejandro Alejandro Guerrero Pérez,F,36,Bogotá,1,2023-01-09,2025-06-11,29,4
375,César Barrios López,M,37,Bucaramanga,12,2023-01-10,2025-06-14,29,1
376,Jorge Ordóñez Rentería,M,64,Barranquilla,14,2023-01-05,2025-06-01,29,14
377,Laura Alicia Rincón,M,55,Barranquilla,11,2023-01-23,2025-06-11,29,4
378,María Martha Barrera,M,53,Medellín,11,2023-01-02,2025-05-10,29,36
379,María Gloria Mejía,M,20,Bucaramanga,6,2023-01-04,2025-06-13,29,2
380,Andrés Andrés Pinzón,F,67,Villavicencio,10,2023-01-17,2025-06-09,29,6
381,María Johanna Martínez Castillo,M,22,Cúcuta,10,2023-01-01,2025-06-06,29,9
382,Sara Salcedo Gómez,F,61,Tunja,13,2023-01-05,2025-06-15,29,0
383,Javier Cristian Díaz Lozano,F,57,Cali,1,2023-01-15,2025-06-07,29,8
384,Aura Bravo,M,54,Barranquilla,17,2023-01-24,2025-05-31,29,15
385,Flor Liliana Torres Gallego,M,26,Cali,15,2023-01-17,2025-05-24,29,22
386,Jorge Carlos Osorio,F,41,Cali,3,2023-01-11,2025-06-14,29,1
387,Sofía Velásquez,M,47,Cúcuta,17,2023-01-02,2025-06-15,29,0
388,Sandra Caicedo Guerrero,F,22,Bogotá,12,2023-01-04,2025-06-14,29,1
389,Diana Castaño Zuluaga,F,67,Cali,11,2023-01-15,2025-05-31,29,15
390,Andrés Javier Silva Escobar,F,26,Bucaramanga,12,2023-01-13,2025-06-11,29,4
391,Cristian Henry Gómez,M,52,Cúcuta,1,2023-01-07,2025-06-12,29,3
392,Dario José Arboleda,F,57,Barranquilla,8,2023-01-05,2025-06-08,29,7
393,Ramiro Ospina,M,28,Cartagena,5,2023-01-04,2025-06-07,29,8
394,Mery Acosta Cortés,F,31,Cali,3,2023-01-05,2025-06-08,29,7
395,Stella Medina Ariza,M,38,Medellín,5,2023-01-14,2025-06-07,29,8
396,Cristina Prada,M,36,Cúcuta,14,2023-01-03,2025-06-13,29,2
397,Ramiro Norbey Álvarez Ávila,F,43,Bogotá,4,2023-01-24,2025-06-02,29,13
398,Alexander Gómez Carvajal,M,42,Ibagué,10,2023-01-16,2025-06-06,29,9
399,María Arroyo Trujillo,F,42,Barranquilla,8,2023-01-10,2025-06-14,29,1
400,Miryam García,M,25,Barranquilla,8,2023-01-07,2025-06-03,29,12
401,Johana Cifuentes,F,31,Ibagué,19,2023-01-05,2025-06-03,29,12
402,Dayana Andrea Martínez,F,78,Bucaramanga,1,2023-01-14,2025-06-14,29,1
403,Fernando Leal Correa,M,40,Cartagena,15,2023-01-03,2025-06-12,29,3
404,Mauricio Ruiz,M,50,Barranquilla,17,2023-01-04,2025-06-11,29,4
405,Aida Ruth Pulido Serna,M,50,Barranquilla,2,2023-01-02,2025-06-13,29,2
406,Aleida Andrea Mendoza Jiménez,M,31,Bogotá,8,2023-01-19,2025-06-02,29,13
407,Javier Carlos Martínez,M,57,Barranquilla,7,2023-01-09,2025-06-14,29,1
408,Germán Leonardo Sanabria Rodríguez,F,68,Cúcuta,6,2023-01-11,2025-05-15,29,31
409,Adriana Blanca Roa,M,20,Bucaramanga,19,2023-01-10,2025-06-13,29,2
410,María Martha Sandoval Murillo,F,25,Cartagena,15,2023-01-01,2025-06-05,29,10
411,Vanessa Sierra,M,64,Medellín,1,2023-01-07,2025-06-09,29,6
412,Mauricio Duarte,F,69,Cartagena,7,2023-01-27,2025-06-01,29,14
413,Emilio Cortés Solano,F,44,Bucaramanga,6,2023-01-05,2025-06-11,29,4
414,Jhon Arévalo,M,74,Villavicencio,5,2023-01-10,2025-06-10,29,5
415,Julieth Patiño,M,44,Cúcuta,1,2023-01-12,2025-05-30,29,16
416,Hernando James Durán,F,79,Villavicencio,2,2023-01-02,2025-06-13,29,2
417,Fernanda Manuela González,M,27,Bucaramanga,10,2023-01-08,2025-06-15,29,0
418,César Correa González,F,50,Bogotá,6,2023-01-15,2025-06-10,29,5
419,Jaime González,M,30,Medellín,15,2023-01-01,2025-05-27,29,19
420,Sandra Osorio,M,53,Cartagena,15,2023-01-01,2025-06-14,29,1
421,Luz Blanca Sánchez Ortiz,F,46,Cali,5,2023-01-01,2025-05-25,29,21
422,Carlos Padilla,M,46,Tunja,4,2023-02-06,2025-06-04,28,11
423,Luz Puentes Cortés,M,29,Cartagena,2,2023-01-15,2025-06-04,29,11
424,Fernanda Rentería,M,44,Bogotá,19,2023-01-17,2025-06-11,29,4
425,Héctor Vélez Guzmán,F,68,Medellín,4,2023-01-18,2025-05-31,29,15
426,Carolina María Mejía Benavides,M,43,Tunja,5,2023-01-02,2025-06-09,29,6
427,Leonardo Felipe Uribe López,M,37,Cúcuta,10,2023-01-10,2025-06-01,29,14
428,Andrea María Vargas Alvarado,F,57,Bucaramanga,6,2023-01-09,2025-05-26,29,20
429,María Cardona Rodríguez,M,25,Bucaramanga,15,2023-02-17,2025-05-26,28,20
430,Inés Gladys Ortiz,F,43,Cúcuta,11,2023-01-12,2025-06-05,29,10
431,Mabel Carolina Gómez Arias,F,29,Tunja,13,2023-01-05,2025-06-04,29,11
432,Álvaro Álvaro García,F,57,Villavicencio,18,2023-01-03,2025-06-15,29,0
433,Eduardo Germán Zapata,M,42,Medellín,15,2023-01-06,2025-06-01,29,14
434,Ángel Luis Valencia,F,57,Cúcuta,11,2023-01-14,2025-06-12,29,3
435,William José Pérez Díaz,F,29,Tunja,4,2023-01-02,2025-06-13,29,2
436,Dolly Margarita Rodríguez Vargas,F,65,Barranquilla,5,2023-01-23,2025-06-14,29,1
437,Alicia Martínez,M,73,Cartagena,8,2023-01-11,2025-06-13,29,2
438,Bernardo Andrés Acosta,M,59,Bogotá,9,2023-01-10,2025-06-12,29,3
439,Rosalba Yurany Perea Molano,M,71,Cúcuta,14,2023-01-01,2025-06-08,29,7
440,Alexander González,M,57,Bogotá,11,2023-01-13,2025-06-15,29,0
441,Carlos Hernán Rueda,M,40,Villavicencio,14,2023-01-01,2025-06-15,29,0
442,Fernanda Nancy Castillo,M,54,Villavicencio,14,2023-01-03,2025-05-08,29,38
443,Brayan Patiño Carmona,F,53,Barranquilla,1,2023-01-06,2025-06-09,29,6
444,Sebastián Andrés Castro González,M,71,Bucaramanga,19,2023-01-10,2025-06-06,29,9
445,Dolores Yaneth Torres,M,57,Cúcuta,15,2023-01-07,2025-05-27,29,19
446,David Jorge Martínez,M,26,Medellín,9,2023-01-05,2025-06-13,29,2
447,Sergio Gómez Gómez,F,27,Bucaramanga,9,2023-01-02,2025-06-12,29,3
448,Iván Jhon Valencia,M,52,Tunja,11,2023-01-02,2025-06-12,29,3
449,Adolfo Alfredo Sarmiento Torres,F,55,Bucaramanga,7,2023-01-06,2025-05-18,29,28
450,Jhon Manuel Cifuentes Gómez,M,35,Medellín,2,2023-01-07,2025-06-15,29,0
451,Hernán Uribe,M,44,Cartagena,11,2023-01-06,2025-06-09,29,6
452,Kelly Angie Acosta Cardona,F,76,Villavicencio,19,2023-01-29,2025-06-14,29,1
453,Gladys Paola Ríos,F,71,Cartagena,7,2023-01-14,2025-06-04,29,11
454,Sandra Janeth Castillo,F,69,Cúcuta,1,2023-01-04,2025-06-04,29,11
455,Jesús José Lozano Quintero,M,66,Bucaramanga,11,2023-01-04,2025-06-13,29,2
456,María Jennifer Bonilla Cifuentes,F,39,Cúcuta,18,2023-01-03,2025-06-03,29,12
457,Darío López Mesa,M,38,Cartagena,7,2023-01-01,2025-06-14,29,1
458,Bayron David Rodríguez,F,34,Villavicencio,9,2023-02-11,2025-06-15,28,0
459,Lizeth Vega Gómez,F,66,Cali,8,2023-01-02,2025-06-01,29,14
460,Fernanda Rodríguez Sánchez,M,66,Barranquilla,1,2023-01-09,2025-06-11,29,4
461,Pablo Cristhian Padilla,M,49,Cúcuta,19,2023-01-02,2025-06-11,29,4
462,Javier Pulido,F,76,Cúcuta,19,2023-01-24,2025-05-10,29,36
463,Andrés Alberto Palacios,F,79,Cali,17,2023-01-03,2025-06-15,29,0
464,Mayra Vega Niño,M,62,Tunja,16,2023-01-02,2025-06-10,29,5
465,Ariel Muñoz Contreras,M,57,Tunja,18,2023-01-10,2025-05-27,29,19
466,Paola Olga Ochoa,F,18,Cartagena,19,2023-01-04,2025-06-01,29,14
467,Angélica Inés Patiño,F,64,Cúcuta,2,2023-01-02,2025-05-30,29,16
468,María Leidy Castillo,F,71,Villavicencio,17,2023-01-07,2025-05-24,29,22
469,Diego Gabriel Cardona,F,67,Bogotá,6,2023-01-11,2025-06-15,29,0
470,Ernesto Eduardo Toro Quiroga,M,68,Cartagena,4,2023-01-08,2025-06-11,29,4
471,Yenny Carmen García,F,18,Cartagena,7,2023-01-03,2025-06-15,29,0
472,Sandra Gómez Moreno,F,20,Barranquilla,10,2023-01-02,2025-06-14,29,1
473,Ángela Ramírez,M,27,Cúcuta,14,2023-01-17,2025-06-08,29,7
474,Rubiela Giraldo,F,51,Tunja,1,2023-01-03,2025-06-02,29,13
475,José Alberto Pérez,M,40,Tunja,18,2023-01-08,2025-06-02,29,13
476,Carolina Duque Sánchez,M,24,Bucaramanga,8,2023-01-21,2025-06-03,29,12
477,Yaneth Martínez Trujillo,M,18,Ibagué,3,2023-01-02,2025-06-10,29,5
478,Matilde Parra,M,41,Ibagué,8,2023-01-01,2025-05-31,29,15
479,Andrés Alfonso Chávez Martínez,M,71,Ibagué,15,2023-01-19,2025-05-21,29,25
480,José Vélez,M,54,Barranquilla,19,2023-01-01,2025-06-11,29,4
481,Mónica Lorena Moreno Martínez,F,50,Villavicencio,15,2023-01-01,2025-06-14,29,1
482,Beatriz Inés Álvarez,F,25,Ibagué,3,2023-01-14,2025-06-15,29,0
483,Laura María Flórez Gaitán,F,49,Cali,14,2023-01-07,2025-06-15,29,0
484,Fernando García Moreno,F,49,Medellín,14,2023-01-08,2025-06-15,29,0
485,Daniel Herrera Calderón,F,60,Cartagena,4,2023-01-01,2025-06-15,29,0
486,Claudia Sonia González,M,69,Villavicencio,14,2023-01-04,2025-05-25,29,21
487,Cristian Felipe Serrano Alfonso,M,48,Tunja,16,2023-01-05,2025-06-13,29,2
488,Fredy Antonio Barrios Arévalo,M,35,Bucaramanga,10,2023-01-16,2025-06-14,29,1
489,Sebastián Ordóñez Hernández,M,24,Medellín,19,2023-01-17,2025-06-10,29,5
490,Norbey Edgardo Ortiz Lozano,M,65,Barranquilla,19,2023-01-23,2025-06-13,29,2
491,Sebastián Palacios Melo,M,53,Cartagena,18,2023-01-01,2025-06-11,29,4
492,María María Contreras,M,19,Barranquilla,15,2023-01-06,2025-06-10,29,5
493,Alba Cielo Mosquera Jiménez,F,22,Barranquilla,11,2023-01-06,2025-06-08,29,7
494,Alejandro Morales Martínez,M,59,Cali,2,2023-01-07,2025-06-14,29,1
495,Marina Lidia Martínez,M,20,Bogotá,12,2023-01-01,2025-06-14,29,1
496,Xiomara Mónica Castro Moreno,M,37,Bogotá,5,2023-01-02,2025-06-10,29,5
497,Juan Alberto Castro González,F,55,Barranquilla,9,2023-01-17,2025-05-15,29,31
498,Alberto Montoya Rodríguez,M,51,Ibagué,12,2023-01-02,2025-06-13,29,2
499,Lucy Valentina Arboleda Alvarado,F,52,Tunja,12,2023-01-20,2025-06-11,29,4
500,Juan Enrique Rojas Hernández,M,41,Medellín,10,2023-01-04,2025-06-15,29,0
501,Luz Mantilla,F,47,Ibagué,14,2023-01-21,2025-06-06,29,9
502,Alejandro Jaime Acosta,F,40,Cúcuta,17,2023-01-10,2025-06-12,29,3
503,Marina Cruz,M,67,Tunja,17,2023-01-03,2025-06-03,29,12
504,Luz Adriana Meneses Díaz,M,31,Barranquilla,8,2023-01-15,2025-06-05,29,10
505,Ana Liliana Pacheco,M,19,Cúcuta,7,2023-01-07,2025-06-12,29,3
506,Jairo José Muñoz García,F,26,Ibagué,11,2023-01-01,2025-06-11,29,4
507,Carmen Moreno,F,63,Cúcuta,13,2023-01-28,2025-06-12,29,3
508,Jaime Martínez Duque,M,51,Barranquilla,5,2023-01-01,2025-05-04,29,42
509,Consuelo Alejandra Quiroga,F,28,Cali,18,2023-01-14,2025-05-31,29,15
510,José Quiroga Navarro,F,38,Bogotá,4,2023-01-23,2025-06-10,29,5
511,Consuelo Adriana Pérez Blanco,F,58,Medellín,2,2023-01-03,2025-06-10,29,5
512,Paola Sandra González,M,34,Cúcuta,6,2023-01-12,2025-06-12,29,3
513,Juan Arley Estrada,F,75,Barranquilla,10,2023-01-06,2025-06-14,29,1
514,Lorena Dina Mora,M,39,Cali,6,2023-01-19,2025-06-13,29,2
515,Mauricio Mario Rodríguez Salazar,F,44,Villavicencio,2,2023-01-03,2025-06-02,29,13
516,Jesús Peña,M,29,Ibagué,7,2023-01-12,2025-05-31,29,15
517,Rocío Blanca Hernández Torres,M,27,Bogotá,17,2023-01-10,2025-06-07,29,8
518,Ximena Teresa Castañeda,M,43,Villavicencio,14,2023-01-17,2025-06-10,29,5
519,Luz Ruiz,F,19,Barranquilla,11,2023-01-12,2025-06-15,29,0
520,Liliana Elena Ávila,M,18,Medellín,4,2023-01-09,2025-06-12,29,3
521,María Adriana Polo Giraldo,F,68,Ibagué,11,2023-01-14,2025-06-05,29,10
522,Andrea Flórez,M,57,Cali,4,2023-01-09,2025-06-09,29,6
523,Cristina Elena Delgado,M,66,Ibagué,7,2023-01-01,2025-05-29,29,17
524,René Amaya Salas,M,57,Villavicencio,2,2023-01-02,2025-06-14,29,1
525,Alirio Posada,M,72,Villavicencio,5,2023-01-08,2025-06-13,29,2
526,Lorena Franco,M,73,Tunja,4,2023-01-15,2025-06-05,29,10
527,María Leonor Ortega Caicedo,F,64,Bucaramanga,19,2023-01-27,2025-06-15,29,0
528,Leidy Viviana Cerón Cárdenas,F,52,Ibagué,11,2023-01-13,2025-05-26,29,20
529,María Juliana Jaramillo Jaimes,F,34,Tunja,13,2023-01-16,2025-06-07,29,8
530,Isabel Marlene González Martínez,F,60,Villavicencio,9,2023-01-08,2025-06-13,29,2
531,Iván Segundo Marín,F,43,Cúcuta,9,2023-01-05,2025-06-03,29,12
532,Cecilia Díaz,F,26,Villavicencio,17,2023-01-09,2025-06-08,29,7
533,Omar Santos,M,18,Ibagué,11,2023-01-06,2025-06-07,29,8
534,Paola López Cardona,F,57,Cali,7,2023-02-01,2025-06-11,28,4
535,Hernando Abel Rentería Díaz,M,52,Ibagué,18,2023-01-22,2025-06-07,29,8
536,Nicolás Enrique Mora,F,54,Ibagué,12,2023-01-03,2025-06-08,29,7
537,Rubén Jeisson Bautista Peña,F,68,Cartagena,6,2023-01-06,2025-06-06,29,9
538,Giovanni Silva Becerra,F,51,Barranquilla,19,2023-01-01,2025-06-14,29,1
539,Frank Yamid Acosta,F,54,Cartagena,17,2023-01-04,2025-06-05,29,10
540,Fernando Suárez,M,78,Villavicencio,10,2023-01-05,2025-06-04,29,11
541,Román Pabón Tovar,M,74,Ibagué,17,2023-01-06,2025-06-11,29,4
542,María Yolima Hoyos Díaz,F,64,Barranquilla,16,2023-01-01,2025-06-11,29,4
543,Ricardo Trujillo,M,41,Cartagena,8,2023-01-19,2025-06-14,29,1
544,Giovanny Padilla,M,48,Ibagué,17,2023-01-02,2025-06-12,29,3
545,Orlando Hernando Garzón Navarro,M,40,Medellín,16,2023-01-06,2025-06-14,29,1
546,Juan Diego Molina García,F,23,Cartagena,18,2023-01-05,2025-06-11,29,4
547,Carolina Barragán,F,42,Barranquilla,15,2023-01-03,2025-05-21,29,25
548,Diana Daza,F,76,Cartagena,9,2023-01-02,2025-05-20,29,26
549,Juliana Fonseca Lozano,F,62,Bucaramanga,15,2023-01-01,2025-06-09,29,6
550,José Ruiz,F,49,Bucaramanga,16,2023-01-01,2025-06-06,29,9
551,Gladys Lucía Rodríguez,M,24,Villavicencio,7,2023-01-04,2025-06-11,29,4
552,Irene Johanna Moreno,M,31,Medellín,7,2023-01-04,2025-06-10,29,5
553,Esperanza Barragán López,M,26,Cali,16,2023-01-09,2025-06-11,29,4
554,Alberto Eduardo Marín Zambrano,F,25,Cali,18,2023-01-15,2025-06-14,29,1
555,Marisol Gómez,F,48,Barranquilla,7,2023-01-17,2025-06-15,29,0
556,Omar Buitrago,F,52,Cúcuta,10,2023-01-02,2025-06-12,29,3
557,John Enrique López Gaviria,M,56,Cali,14,2023-01-11,2025-06-15,29,0
558,Fabián Julio Fuentes Gonzáles,F,48,Barranquilla,3,2023-01-02,2025-06-14,29,1
559,Efrén Mario Mesa,F,61,Medellín,13,2023-01-01,2025-06-02,29,13
560,Nelson Jiménez,M,51,Cúcuta,5,2023-01-04,2025-06-12,29,3
561,Sergio Gutiérrez,F,60,Cúcuta,12,2023-01-02,2025-06-06,29,9
562,Diana Edith Rojas Martínez,M,56,Bucaramanga,17,2023-01-12,2025-06-15,29,0
563,Luz Sandra Forero,M,21,Villavicencio,13,2023-01-01,2025-06-06,29,9
564,Mercedes Méndez Morales,M,35,Ibagué,16,2023-01-12,2025-06-08,29,7
565,William Cabrera Ramos,F,62,Cúcuta,12,2023-01-08,2025-06-11,29,4
566,Camilo Calderón Pérez,F,79,Bogotá,3,2023-01-06,2025-06-14,29,1
567,Stella Lina Muñoz,F,59,Barranquilla,13,2023-01-14,2025-06-09,29,6
568,Milena Suárez,F,30,Cúcuta,3,2023-01-18,2025-06-13,29,2
569,Nubia Peña,M,76,Cúcuta,14,2023-01-01,2025-06-12,29,3
570,Ruth María Salazar Castillo,M,69,Tunja,17,2023-01-16,2025-06-07,29,8
571,Marta Beatriz Sánchez,F,46,Bogotá,12,2023-01-10,2025-05-28,29,18
572,Carolina Sandra Henao Pacheco,F,74,Tunja,12,2023-01-08,2025-06-12,29,3
573,Edinson Javier Gómez Castrillón,M,64,Cúcuta,10,2023-01-03,2025-06-13,29,2
574,Manuel Osorio,M,47,Ibagué,7,2023-01-18,2025-06-11,29,4
575,Mauricio Johan Fajardo,M,37,Bogotá,1,2023-01-02,2025-06-15,29,0
576,Constanza Eugenia Caicedo Rodríguez,M,47,Bucaramanga,3,2023-01-25,2025-06-09,29,6
577,Héctor Hugo Martínez Guerra,F,62,Cartagena,18,2023-01-03,2025-06-12,29,3
578,Robert Rodríguez Castillo,F,21,Cúcuta,5,2023-01-08,2025-06-04,29,11
579,José Valencia García,F,42,Cúcuta,1,2023-01-13,2025-06-05,29,10
580,Luz Ángela Fernández Anaya,F,70,Villavicencio,15,2023-01-17,2025-05-23,29,23
581,Omar Gabriel Trujillo Pérez,M,26,Villavicencio,17,2023-01-12,2025-05-25,29,21
582,Fabio Rodríguez Alarcón,F,74,Tunja,4,2023-01-05,2025-05-29,29,17
583,Andrea Laura Álvarez Beltrán,M,29,Barranquilla,5,2023-01-02,2025-06-07,29,8
584,Carlos Julián Guevara,M,78,Ibagué,11,2023-01-05,2025-06-09,29,6
585,Sofía Andrea Hernández,F,77,Barranquilla,7,2023-01-06,2025-06-14,29,1
586,Alfonso Triana,M,73,Cartagena,14,2023-01-02,2025-05-27,29,19
587,Milena Elizabeth Montoya,M,41,Cúcuta,13,2023-01-11,2025-05-27,29,19
588,Edgar Juan Rodríguez Pinzón,M,51,Ibagué,7,2023-01-02,2025-05-23,29,23
589,Lucía Paz,F,69,Bogotá,8,2023-01-05,2025-05-31,29,15
590,Anderson Medina Angulo,M,37,Cúcuta,19,2023-01-03,2025-06-14,29,1
591,Fernando Pinzón,F,62,Bucaramanga,10,2023-01-06,2025-06-13,29,2
592,Inés Lucy Álvarez Rincón,F,60,Cúcuta,9,2023-01-08,2025-06-01,29,14
593,Alejandro Rivera,F,66,Cali,3,2023-01-02,2025-06-08,29,7
594,Milena Ramírez Galeano,F,73,Ibagué,5,2023-01-02,2025-04-28,29,48
595,Leidy Pérez López,F,22,Cali,15,2023-01-03,2025-06-14,29,1
596,Olga Elsa Pérez Vargas,M,40,Tunja,9,2023-01-06,2025-06-10,29,5
597,Alberto Montoya,F,52,Villavicencio,17,2023-01-01,2025-06-15,29,0
598,Ferney Álvarez Herrera,M,78,Bogotá,10,2023-01-05,2025-06-07,29,8
599,Leider Daniel Osorio,F,52,Cúcuta,18,2023-01-01,2025-06-08,29,7
600,Martha Flor Meza Pacheco,M,79,Tunja,3,2023-01-06,2025-06-12,29,3
601,Rosario María Hernández Suárez,M,49,Tunja,6,2023-01-09,2025-06-13,29,2
602,Liliana Liliana Cifuentes,F,30,Bogotá,15,2023-01-13,2025-06-13,29,2
603,Eugenia Eugenia Serrano Castro,M,42,Medellín,4,2023-01-03,2025-06-09,29,6
604,Juliana Mejía Pérez,M,31,Cúcuta,2,2023-01-24,2025-06-13,29,2
605,Manuel Núñez,M,28,Cali,3,2023-01-03,2025-06-12,29,3
606,Mario Orozco Martínez,F,76,Ibagué,9,2023-01-06,2025-06-06,29,9
607,Margarita María López Gallego,M,20,Cali,2,2023-01-06,2025-05-18,29,28
608,Antonio Jaimes García,F,29,Bogotá,9,2023-01-21,2025-06-11,29,4
609,Alejandro Marlon Ayala Parra,F,32,Cartagena,5,2023-01-03,2025-06-13,29,2
610,María Valencia,M,28,Cúcuta,2,2023-01-14,2025-06-13,29,2
611,Dahiana María Lara,F,41,Bucaramanga,15,2023-01-02,2025-05-30,29,16
612,Cecilia Victoria Martínez,F,55,Barranquilla,5,2023-01-05,2025-06-10,29,5
613,Ángel Guillermo Rentería López,F,65,Ibagué,18,2023-01-01,2025-06-11,29,4
614,Andrés Arévalo Gaviria,M,23,Bucaramanga,16,2023-01-11,2025-06-12,29,3
615,Ruby Luz Ramos Jiménez,F,30,Bucaramanga,5,2023-01-24,2025-06-09,29,6
616,Esmeralda Sánchez Ortiz,M,30,Cúcuta,18,2023-01-02,2025-06-15,29,0
