cliente_id,nombre,edad,genero,ciudad,frecuencia_compra,ultima_compra
413,Luisa Leidy Mercado Ramírez,58,M,Los Patios,8,2024-07-01
414,Vanesa María Álvarez Díaz,53,M,Ventaquemada,11,2024-10-07
415,Lizeth Laura Mora Rosero,50,F,Manaure Balcón del Cesar,16,2023-07-01
416,Consuelo Herrera,21,M,Garagoa,4,2025-04-17
417,Gladys Yadira Delgado,50,M,Paz de Río,1,2023-08-03
418,Alberto Fernando Vera Ramírez,31,F,Otanche,7,2024-04-09
419,James Sánchez Jaimes,38,F,Sesquilé,2,2023-11-24
420,Francisco López,65,F,San Antonio del Tequendama,5,2024-02-27
421,Andrea Alejandra Vélez,37,M,Villamaría,7,2024-03-12
422,Katerine Fernanda Moreno Martínez,73,M,Villavieja,4,2023-09-18
423,Juan Castro,25,M,El Guacamayo,5,2024-03-13
424,Johan Alvarado,24,F,Suan,1,2024-08-02
425,Yolanda Liliana Gutiérrez,20,F,Orocué,1,2024-05-21
426,Dary Gloria Murillo,34,M,Abejorral,15,2024-12-31
427,Óscar Carlos Castaño Mesa,50,F,Galapa,19,2024-09-29
428,Patricia Clemencia Sarmiento,65,F,Santa Helena del Opón,10,2024-08-10
429,Patricia Herrera,29,F,Murindó,18,2024-10-22
430,Marina Marleny Muñoz,76,M,San Juan de Arama,3,2023-11-30
431,Antonio Rodrigo Carrillo Bustos,68,F,Buenavista,11,2024-01-04
432,Olga Trujillo,39,F,Labranzagrande,15,2024-06-12
433,Eugenia Daniela Castro,72,M,Solano,11,2023-09-30
434,John Jesús González Soto,39,M,Puerto Concordia,17,2023-07-06
435,Nel Hernando Quintero,63,F,El Roble,17,2023-12-26
436,Nelcy Córdoba,47,F,Barrancabermeja,6,2025-02-28
437,Elena Dahiana Duarte Ardila,55,M,Nueva Granada,5,2025-04-24
438,Andrés Torres,55,M,Caimito,8,2025-06-07
439,Guillermo Nicolás Oviedo Morales,62,F,Arauca,2,2024-01-13
440,Óscar Aguirre,68,F,Silvania,16,2024-10-17
441,Luz Castro,71,F,Flandes,12,2023-10-24
442,William Manuel Salazar,25,F,Jesús María,6,2024-02-14
443,Rubiela Leidy Maldonado,44,M,Santa Bárbara,1,2025-05-26
444,Mirian Sánchez Mejía,44,F,Pajarito,4,2023-12-21
445,Elmer Armando Ortiz,51,F,Paz de Ariporo,17,2023-10-17
446,Vanessa Gómez Burgos,38,M,Victoria,13,2023-09-15
447,José David Pineda Martínez,47,F,Icononzo,18,2023-10-16
448,Marcela Reyes Buitrago,50,M,Palermo,5,2023-08-20
449,Hernán Franklin López,45,F,San José del Palmar,3,2024-05-10
450,Leidy Luz Rojas,64,F,Villavicencio,11,2024-03-11
451,Leidy Vanegas Torres,50,M,Morichal,13,2025-02-07
452,Rosa Guzmán Murillo,22,M,Envigado,4,2025-05-31
453,María María Muñoz Ortiz,77,F,Obando,14,2024-11-04
454,Lucy Yaneth Pinto Meza,78,F,Santa María,11,2023-08-03
455,Henry Muñoz,65,F,Plato,10,2024-12-04
456,Alberto Parra,36,M,Puerto Rico,19,2024-03-21
457,Alejandro Castro,21,F,Tenerife,18,2025-05-10
458,Cristian Pérez Peña,52,M,Barbosa,6,2024-07-21
459,Ivonne Quintero Mejía,66,M,Hatillo de Loba,15,2024-12-02
460,Diana Paola Portilla,34,F,San Gil,10,2025-06-05
461,Mariela Nora García,61,M,Frontino,5,2023-12-09
462,Margarita Maricela León,45,F,Monterrey,5,2023-12-28
463,Rodrigo Javier Ramírez,47,F,Santa Bárbara,10,2024-05-17
464,Lina Oviedo Jiménez,46,F,Guamal,5,2024-08-01
465,Claudia Sánchez Gómez,63,F,San Andrés de Cuerquía,3,2023-06-21
466,María Elena Ortiz,70,F,Zipacón,6,2024-09-08
467,José Torres,23,M,Palestina,4,2024-11-07
468,Juan Arley Moreno,52,M,Tuluá,18,2024-12-30
469,María Hernández,77,F,San Jacinto,9,2024-07-16
470,Andrés Ceballos Carmona,58,F,Jardín,17,2023-11-03
471,Eliana Liliana Ortiz Quiroz,54,M,Marsella,13,2023-10-02
472,Ángela Acevedo,41,M,La Victoria,15,2024-10-20
473,Viviana Gómez Palacios,46,M,Páramo,17,2024-01-05
474,Nelly Corredor Solano,66,M,Caloto,13,2024-11-04
475,Ciro Eliecer Alzate,63,F,María la Baja,16,2024-04-26
476,Fernanda Leonor Córdoba Parra,70,F,Tenza,4,2023-09-22
477,Marcela Ana Barrios,48,M,Colón,5,2024-01-31
478,Andrea Margarita Galeano,52,F,Villeta,5,2024-04-01
479,Andrés Enrique Palacios Ramírez,77,M,Los Palmitos,9,2024-01-19
480,Rodolfo Javier González Ruiz,50,F,Cogua,17,2023-11-30
481,Wilmar Gil,69,M,Almeida,13,2023-10-09
482,Valeria Edith Caicedo Martínez,78,F,Tenza,2,2023-12-11
483,Rosalba Palacio,38,M,Güepsa,13,2024-07-22
484,Diana Londoño,49,M,Cáqueza,19,2024-09-23
485,Marcela Parra Cabrera,40,F,San Andrés de Tumaco,3,2024-08-21
486,Daniel John Gutiérrez,50,M,La Tola,10,2024-12-12
487,Mónica Loaiza Hoyos,20,F,Pasca,2,2023-08-10
488,Luis Cifuentes,35,F,Campoalegre,13,2025-03-28
489,Stiven Horacio Martínez Contreras,42,M,Duitama,19,2024-10-09
490,Agustín Orlando Galeano,59,F,Chitagá,17,2024-01-18
491,Vanessa Deyanira Ortiz,48,F,San José de Cúcuta,14,2024-07-10
492,Julieth Guerrero Galindo,71,F,Bello,12,2024-02-03
493,Patricia Nancy López Patiño,75,F,Ayapel,12,2024-01-22
494,Carolina Carolina Ríos,20,F,Arauca,11,2023-12-18
495,Ángel Víctor Torres Duque,57,M,Purificación,7,2024-10-28
496,John Torres Sánchez,63,F,Beltrán,4,2025-03-11
497,Erika Mendoza,41,F,Armenia,19,2023-12-24
498,Jhon Amaya,67,F,Isnos,1,2023-12-06
499,Henry Mora,49,F,Fredonia,3,2024-03-14
500,Damián Darwin Ramírez,64,F,San Marcos,13,2024-04-29
501,Abelardo Alberto Molina,39,M,Puerto Caicedo,15,2024-11-16
502,Luis Rendón Gutiérrez,40,F,El Espino,2,2024-02-07
503,Julián Hugo Vanegas,19,M,Miraflores,11,2025-05-12
504,Amparo Amanda Campo,44,M,Puerto Nare,4,2024-01-17
505,Cecilia Gloria Sandoval López,59,M,La Ceja,19,2024-04-12
506,Carolina Andrea Sánchez,19,M,Coveñas,17,2024-03-12
507,Jairo Eduardo Jiménez Parra,43,F,El Cocuy,3,2024-01-31
508,Norma Carolina Serna Lozano,34,M,Puerto Tejada,18,2023-11-07
509,José Camacho,57,M,San Andrés de Cuerquía,8,2024-10-01
510,Dayana Martha Rojas,50,F,Prado,19,2025-06-01
511,Melissa Vargas,26,F,Paya,5,2025-02-02
512,Julián Rentería Pérez,60,F,Labranzagrande,7,2023-11-25
513,Luis González Murillo,71,M,Rionegro,8,2024-05-22
514,León Montoya,65,F,Herveo,5,2024-08-15
515,Alberto Alberto Narváez,56,F,Tierralta,17,2025-05-25
516,Sandra Luz Patiño,46,M,Valledupar,5,2024-03-13
517,Patricia Moreno,59,F,Restrepo,4,2023-12-20
518,Stella Gómez Castro,72,F,La Unión,19,2025-01-07
519,María Juliana Mendoza,43,F,Apía,2,2023-06-23
520,Javier Armando Quintero,52,F,San José de Miranda,11,2023-12-23
521,Andrés Alfonso Mosquera,67,M,Soledad,13,2024-04-15
522,Mireya María Flórez,42,F,El Peñón,15,2023-08-14
523,John Enrique Santos Muñoz,41,F,Bochalema,12,2023-07-05
524,Luz Vanesa Vanegas Lara,30,M,Caicedonia,11,2024-05-30
525,Daniel Parra García,77,F,Astrea,7,2025-03-26
526,Juan Lozano Rodríguez,75,M,San Pedro de los Milagros,5,2024-11-02
527,Ruth Vanessa García,24,F,Sibundoy,17,2023-07-05
528,Maribel Ballesteros,74,M,Santa Rosa,9,2023-10-28
529,Carlos González,53,M,Santa Lucía,14,2024-07-01
530,David Chávez Montoya,62,M,Gramalote,12,2025-02-04
531,Mayra Lilian Gaviria Ramos,37,M,Tununguá,6,2025-03-29
532,José Carlos Quintero Díaz,18,F,Villa de Leyva,17,2025-02-10
533,Eduardo Alejandro García Villamizar,25,M,Dagua,19,2025-02-22
534,Julián Suárez Murcia,63,F,Puerto Boyacá,19,2024-01-24
535,Roberto Harvey Arrieta Toro,33,M,Viotá,16,2024-03-02
536,Yuri López Delgado,31,M,San Miguel,12,2024-12-24
537,Alex Gómez Rangel,29,M,Saldaña,12,2023-07-16
538,Laura Esther Rodríguez Carmona,68,F,Yarumal,6,2025-06-04
539,Nancy Nury Ramos,40,M,Mocoa,4,2023-10-06
540,Orlando Jhon Escobar,32,F,Lérida,6,2024-02-11
541,Johana Díaz,45,F,Villagarzón,11,2024-09-09
542,Ignacio Suárez,51,F,San José,1,2024-02-29
543,Ángel Pulido,19,F,Sapuyes,15,2024-04-25
544,Diana Garcés Hernández,49,F,Sácama,11,2025-06-07
545,Alexander Gutiérrez Erazo,40,F,Barrancominas,19,2024-04-06
546,Isabel Elena Ortiz,39,F,Chitaraque,18,2024-01-13
547,Mariana Andrea Delgado Serna,68,F,Zipacón,17,2024-12-28
548,Rubiela Patiño Méndez,42,F,Guachucal,19,2024-10-03
549,José Wilmar Cano,75,M,San Rafael,14,2024-03-12
550,María Myriam Vega Saavedra,79,M,Ciénega,18,2024-06-03
551,Jesús Méndez Castro,78,M,San José del Fragua,19,2024-03-02
552,Marina Daniela Vargas,39,M,San Luis,15,2025-01-10
553,Jeison Díaz Sarmiento,75,M,San Benito Abad,15,2023-07-20
554,Elizabeth Nancy Palacios Cardozo,75,F,Tibasosa,4,2024-03-26
555,Martha Carmen Castro Soto,39,F,San José,7,2024-05-01
556,Luis Alexander Amaya Ramírez,66,F,Briceño,13,2023-09-02
557,Alveiro Ramón García Salazar,69,F,Rionegro,3,2024-02-22
558,Natalia Ríos González,59,F,Armenia,16,2025-05-31
559,Liseth María Barrios Gaitán,23,F,Aguadas,9,2025-04-10
560,Edwin Fernando Miranda Cantillo,32,F,Zarzal,8,2024-10-20
561,Lucía Claudia Muñoz,71,M,Chiquinquirá,13,2024-08-21
562,Jhon Alberto Suárez,60,M,Paz de Río,17,2025-05-27
563,Yesenia Mercedes Ruiz Restrepo,77,M,Lloró,17,2023-12-03
564,Juan Nelson Salcedo Gutiérrez,54,M,El Tarra,17,2025-02-25
565,Camilo Mosquera,50,F,Inzá,1,2023-08-08
566,Marcela Viviana Martínez Forero,25,F,Gutiérrez,8,2025-01-20
567,Jhonny Stiven Benavides Angulo,70,F,Guamal,19,2023-07-26
568,Diego Aguilar Rincón,77,M,Támesis,6,2024-05-14
569,Daniel Durán,61,F,Vegachí,3,2025-05-14
570,Marta Vega Osorio,61,F,Iles,5,2024-06-13
571,Eliecer Jhon Arias López,22,F,Elías,13,2023-10-30
572,Emilce Guerra Herrera,56,M,Policarpa,15,2024-05-09
573,Saúl Esteban Toro,21,F,Villapinzón,14,2025-01-18
574,Ana Elena Rodríguez Martínez,23,M,San Juan de Urabá,16,2023-07-26
575,David César Durán Vargas,62,M,Victoria,18,2024-04-05
576,Juan Ángel Trujillo,49,M,Jericó,11,2025-04-09
577,Luis Pérez Arias,69,M,La Montañita,3,2024-06-26
578,Jhonatan Torres Rubio,47,F,Madrid,10,2024-04-26
579,Cristina Tatiana Vergara,64,M,Piamonte,10,2023-11-17
580,Ingrid Díaz,52,M,Vergara,16,2025-03-09
581,John Muñoz,72,F,Coyaima,12,2024-11-02
582,Fanny Loaiza Toro,57,F,El Paso,2,2023-08-29
583,Manuel Martínez,69,M,Nariño,9,2024-04-06
584,Doris Mireya Meneses,33,F,Arenal,3,2024-08-10
585,Fernanda Martínez Mora,30,M,Ovejas,15,2024-08-02
586,Carmen Leydi Mosquera,67,M,La Argentina,3,2024-01-18
587,Yaneth María Solano,77,M,Medio Atrato,19,2024-09-22
588,María Johana León López,59,M,Purificación,18,2025-02-08
589,Leidy Salgado,47,F,Iza,8,2024-03-22
590,Andrea Edith Muñoz Caicedo,36,M,Concepción,17,2024-10-26
591,Aura Yohana Velásquez,34,F,Teorama,8,2024-08-17
592,Daniel Peña Orjuela,73,F,Santa María,7,2024-09-26
593,Dagoberto Rojas Ramírez,36,F,Saboyá,7,2023-11-13
594,Fernando Juan García Muñoz,45,F,Guamo,3,2023-07-21
595,Brandon Cristian Pineda,75,M,San Juan de Betulia,1,2023-07-03
596,Alfonso Durán Anaya,72,F,Mallama,4,2024-03-03
597,Tatiana Rodríguez,43,M,Puerto Libertador,5,2023-07-13
598,Yulieth María Betancur Hernández,54,F,Bojayá,1,2024-05-28
599,Alexander Junior Narváez Fonseca,43,F,Chachagüí,15,2024-04-07
600,Martha Patricia Gutiérrez,70,M,Morales,5,2025-06-07
601,Johan Guzmán,79,M,Tenza,13,2025-06-05
602,Diego López,40,M,Machetá,8,2023-10-13
603,Manuela Andrea Sánchez,26,F,El Banco,8,2025-05-17
604,Juan Lozano Alzate,29,F,Abriaquí,5,2024-02-29
605,Adriana Angie Peña Murillo,70,M,Necoclí,9,2025-05-06
606,Anderson Felipe Murillo,18,M,Vianí,1,2024-02-18
607,José Bedoya Quiroz,75,M,Mogotes,4,2023-10-24
608,María Garzón,75,M,San Pelayo,3,2024-01-05
609,Juan Acevedo,18,F,Papunahua,2,2024-05-04
610,Jesús Rico Gómez,64,M,Cartago,8,2025-05-26
611,Jair Jhon Silva,51,M,Guamo,9,2025-05-24
612,Ernesto José Sierra,49,M,Fusagasugá,2,2023-08-23
613,Armando Sánchez Cortés,79,M,La Plata,14,2024-05-06
614,Jhon Morales Gómez,71,F,San Juan de Urabá,14,2025-01-26
615,Luis Sebastián Toro,65,M,Bajo Baudó,4,2024-06-04
616,César Muñoz,42,F,Santa Helena del Opón,6,2023-07-19
617,Aldemar Gómez,57,M,Alvarado,11,2024-02-16
618,Andrés Manuel Rangel,62,M,Calamar,3,2024-02-14
619,Andrea Soto,70,F,El Carmen de Atrato,8,2024-05-03
620,José Mateo García López,18,M,Hatillo de Loba,3,2024-09-06
621,Andrés Alexander Hoyos López,33,F,San Carlos,14,2024-05-12
622,Edinson Rubio,78,F,Jericó,13,2023-10-10
623,Laura Rodríguez,56,M,Onzaga,13,2024-06-30
624,Adriana Silva Reyes,22,F,Honda,2,2025-03-06
625,David Arenas González,39,F,Cucunubá,13,2023-11-07
626,Cristina Triana,46,F,San Andrés,19,2023-10-22
627,Teresa Sánchez Duarte,72,F,Gigante,6,2024-04-20
628,María Elizabeth Bernal,20,F,La Jagua de Ibirico,16,2024-10-18
629,Fredy Contreras,29,F,Quinchía,2,2024-02-19
630,Jorge Mauricio Vásquez Anaya,43,F,Chinchiná,8,2025-02-28
631,Amparo Vallejo,33,F,La Belleza,17,2023-08-02
632,Yamid Ibarra Mora,68,M,Fómeque,2,2023-11-01
633,Leonardo Calderón Sánchez,54,M,Venecia,10,2025-03-24
634,Angie Mayra Muñoz Ariza,39,F,San Andrés de Cuerquía,16,2023-12-11
635,Fernando Antonio Ramos Torres,74,M,Cotorra,6,2024-08-09
636,Daniel Yamid Medina Osorio,46,F,Alcalá,2,2023-06-17
637,Emilio Gutiérrez Silva,31,F,Suárez,2,2024-11-24
638,María Díaz Pabón,45,M,Puerres,13,2024-07-13
639,Teresa Cristina Agudelo Jiménez,22,F,Jambaló,15,2025-05-17
640,María Rosa Pérez,64,F,Restrepo,2,2023-10-16
641,Vilma Patricia Ramírez,66,F,Zona Bananera,7,2025-01-10
642,Magda Suárez,47,F,Tarapacá,3,2023-10-30
643,William Uribe,63,M,Vetas,8,2023-11-10
644,Esther Amaya Gómez,79,F,Coper,14,2025-01-08
645,Ana Anyi Rojas Corredor,69,F,Gigante,7,2024-04-28
646,Katerine Peña Cruz,22,F,Orocué,7,2023-11-12
647,Inés Luz Pineda Castañeda,29,M,Los Santos,1,2025-03-13
648,Edgardo Mora Ocampo,33,F,Funza,17,2025-02-07
649,Clara Alba Guzmán,43,M,Canalete,9,2024-11-20
650,Carol Morales,43,M,Ciudad Bolívar,13,2023-06-22
651,Germán José García,65,F,Baranoa,19,2023-12-30
652,Antonio Rivera Hernández,38,F,La Gloria,19,2024-03-24
653,Edgar Quintero,56,M,Curití,17,2025-05-29
654,Uriel Suárez Morales,53,F,La Tebaida,10,2024-11-14
655,María Danna Quintero,50,M,Santiago,10,2024-11-09
656,Sergio Murillo,79,M,San Miguel de Sema,4,2024-07-14
657,Pablo Miguel Páez Díaz,47,F,Puerto Colombia,8,2025-01-03
658,Eduardo Alirio Silva,54,F,Arroyohondo,18,2025-04-03
659,Tomás Richard Valderrama Arango,40,M,Morroa,14,2024-01-11
660,Orlando Ortega Erazo,75,M,Imués,18,2023-11-05
661,Consuelo Luz Vera,27,M,San Andrés de Tumaco,14,2024-12-29
662,Diana María Aguirre,71,M,Sandoná,15,2025-01-21
663,Juan Jaime Arrieta,22,F,Sahagún,4,2025-02-24
664,Yazmín Patricia Vásquez,53,F,Puerto Leguízamo,13,2024-10-17
665,Paula Gómez,51,F,El Carmen,8,2023-07-30
666,Armando Pineda Figueroa,69,F,Sucre,18,2024-01-13
667,Yasmín Torres Parada,48,F,Viracachá,12,2025-03-26
668,Juan Hoyos Ávila,27,M,El Zulia,14,2023-08-27
669,Samuel Daniel Gómez Reyes,75,F,San Pedro de los Milagros,2,2024-01-17
670,Ernesto Duván Espinosa González,36,F,La Montañita,18,2024-10-06
671,María Barrera Rojas,75,F,Sibundoy,2,2024-03-28
672,Alonso Sarmiento,49,F,San Pablo,11,2023-10-22
673,Esneider Romero,18,F,Maicao,9,2025-05-20
674,Blanca Ríos,73,M,Yavaraté,12,2025-01-19
675,Juan Andrés Gómez,22,M,Yumbo,17,2024-03-05
676,Juan Oviedo Ruiz,62,M,Timbiquí,15,2025-01-09
677,Gilberto Hernández Sánchez,21,F,Calima,17,2024-08-01
678,Jorge Jhon Castro,33,M,Pijiño del Carmen,18,2025-03-05
679,Santos Contreras,41,M,Subachoque,6,2024-02-05
680,Karina Fernández,33,F,San Antonio del Tequendama,17,2023-11-25
681,Marcela Gladys Morales Quintero,72,F,Chíquiza,18,2024-03-06
682,Patricia Castro Franco,19,F,San Carlos,8,2024-09-03
683,Estela Agudelo León,66,M,Córdoba,9,2024-02-03
684,Andrea Carmen Suárez Contreras,45,M,Cajicá,6,2023-11-04
685,Luisa Bernal Domínguez,49,F,San José del Fragua,5,2024-07-11
686,Ana Rodríguez Castro,44,F,Pradera,12,2023-08-10
687,Patricia Ana Vallejo Parra,37,M,Santiago de Tolú,11,2023-11-13
688,Daniel Meza,41,M,Ramiriquí,1,2025-05-23
689,Angélica Osorio,29,F,Manzanares,11,2024-05-15
690,Dario Alvarado,67,F,Bello,19,2023-09-21
691,Diego Andrés Ardila,52,M,Cumaribo,9,2025-01-26
692,Magda Luz Arroyo Alarcón,77,F,Manta,2,2024-09-27
693,Paula Sanabria Restrepo,50,M,Moniquirá,12,2024-04-23
694,Carlos Antonio Agudelo Rodríguez,50,M,Cuaspud Carlosama,4,2024-08-04
695,Adriana Montoya Fuentes,78,M,Tabio,4,2023-07-03
696,Liliana Claudia Ruiz,68,M,Zipaquirá,18,2023-07-27
697,Graciela Camila Martínez Córdoba,60,F,Circasia,15,2025-03-17
698,Zoraida Lilian Romero Ávila,54,F,Nueva Granada,19,2024-02-16
699,Guillermo Adrián Londoño Restrepo,29,M,Jerusalén,13,2024-11-26
700,Wilder Yesid Giraldo Méndez,20,M,La Jagua del Pilar,19,2024-02-14
701,Jerson Cerón,18,M,Titiribí,17,2024-02-25
702,Manuel Javier Franco,50,M,Sabanagrande,6,2024-03-15
703,Karina Gaitán,57,M,Pulí,16,2024-03-01
704,Germán Luis Barbosa Jiménez,27,F,Gachantivá,12,2024-02-16
705,Ariel Mauricio López,60,F,Páramo,19,2023-08-08
706,Carmen Yaneth Corredor,61,F,Hatillo de Loba,5,2024-07-09
707,Edwar José Giraldo García,46,F,San Carlos,17,2023-07-14
708,Alejandro Carlos Pinto Prieto,30,M,San Andrés,1,2024-01-28
709,Rodrigo Ospina,29,M,Zona Bananera,10,2024-01-31
710,Sandra Nancy López,48,M,Guayatá,15,2024-10-13
711,James López Sánchez,63,M,Sabanalarga,11,2023-12-17
712,María Figueroa,19,M,Jesús María,13,2023-11-09
713,Ana Helena Bejarano,78,F,Buenavista,5,2024-11-21
714,Johana Acevedo Beltrán,68,M,Norcasia,1,2025-01-13
715,Camilo Sierra Solano,67,F,Armenia,12,2024-12-14
716,Fernanda Duque,52,F,Mutiscua,11,2023-11-23
717,María Astrid Muñoz,40,F,Guamal,17,2024-04-14
718,Fabián Jorge Oviedo,34,F,Gramalote,4,2024-01-24
719,Maira Martínez Ortiz,43,M,Paz de Ariporo,15,2024-03-04
720,Alejandro Rincón Reyes,25,F,Almaguer,9,2024-02-24
721,Andrés Mosquera Uribe,46,F,San Antonio del Tequendama,19,2023-07-18
722,Fabián González Castellanos,43,F,Fredonia,19,2024-06-09
723,Alexis Martínez Arteaga,27,M,Pueblo Bello,12,2023-11-10
724,Julio Barrera,43,M,Arauca,5,2023-12-11
725,Juan Javier Rodríguez Hernández,79,M,Suaita,10,2025-01-04
726,Jorge Manuel Romero,51,F,Garagoa,17,2024-06-12
727,John Bedoya Ocampo,68,F,San Felipe,5,2025-03-11
728,Miller Fernando Blanco,58,M,San Sebastián de Buenavista,16,2024-07-31
729,José Páez Beltrán,24,F,Girón,7,2024-01-12
730,Kevin Mauricio Gutiérrez,21,M,Suárez,9,2023-06-25
731,Nidia Erazo,75,M,Ariguaní,3,2023-06-14
732,Humberto Pineda Hurtado,70,F,Tuta,15,2024-08-01
733,Luz Polo Narváez,67,F,Viracachá,16,2023-11-30
734,Santiago David Suárez Henao,62,F,Caicedonia,18,2024-07-20
735,Cecilia Flórez,28,F,Ancuya,14,2025-04-10
736,Armando Leonardo Guerra Vallejo,46,M,Duitama,3,2025-02-27
737,Óscar Nicolás Zapata,73,M,El Molino,12,2023-07-16
738,Luz Tatiana Londoño Alzate,53,M,Tangua,9,2024-03-27
739,Javier Jaramillo Sierra,42,M,Pajarito,7,2024-08-15
740,Diego Barrios,38,M,Tubará,9,2023-10-17
741,Paola Sandra Vargas,78,F,Jerusalén,13,2025-01-10
742,Paola Hernández Gutiérrez,74,M,Puerto Rico,18,2024-09-22
743,Helena Núñez Moreno,53,M,Arroyohondo,5,2024-07-10
744,Humberto Javier Gómez Ortiz,27,M,Acacías,13,2023-10-26
745,Jorge Manrique,54,F,Tarso,4,2023-11-30
746,Diego López,26,F,San Marcos,2,2023-06-13
747,Judith Padilla,41,F,Capitanejo,16,2023-07-31
748,Marina Ana Marín Vargas,52,F,Sucre,9,2024-03-07
749,Eduardo Alberto Pérez,66,M,San Bernardo del Viento,9,2025-04-02
750,Ronald Carvajal Valderrama,52,M,Baranoa,6,2024-08-30
751,Piedad Andrea Cabrera Mejía,65,F,Paya,11,2024-12-08
752,Andrés Cristian Blanco,53,F,Génova,1,2024-07-05
753,Freddy Campo Castillo Muñoz,35,M,Teruel,4,2023-12-02
754,María Vélez,66,M,Guatapé,13,2023-08-15
755,Julián Luis Campo,56,F,Río Quito,13,2024-07-27
756,José Roberto Gómez Morales,49,F,El Rosario,13,2023-09-03
757,Flor Navarro Martínez,41,F,Cumbitara,2,2024-05-08
758,Armando Cabrera Ortiz,40,F,Valledupar,9,2024-01-13
759,Shirley Guzmán,79,M,Mesetas,8,2024-05-21
760,Germán Juan López,49,M,Hacarí,7,2024-11-20
761,Ana Buitrago,54,M,Alvarado,4,2025-06-02
762,Estefanía Bonilla,29,F,San Miguel de Sema,18,2024-02-25
763,Nelcy Ramos Giraldo,66,F,El Tarra,3,2024-02-12
764,Lorena Stella Yepes Durán,72,M,Sotará Paispamba,6,2023-10-19
765,Carmen Delia Cárdenas Díaz,30,M,Páez,12,2023-12-02
766,Johana Ortiz Barrera,40,M,Valdivia,12,2023-11-26
767,Teresa Rodríguez,42,M,Melgar,8,2023-09-01
768,David Alejandro Mercado,52,F,Padilla,1,2023-06-20
769,Óscar Ariel Gutiérrez,58,M,Cunday,4,2025-05-12
770,Claudia Mercedes Jaimes,47,M,Firavitoba,11,2024-04-02
771,Leonardo Jhon Restrepo,34,M,Nuquí,3,2023-09-28
772,Leonor Álvarez,66,M,Guachucal,13,2024-02-04
773,Carlos Sergio Hernández,79,M,Argelia,17,2023-12-03
774,Alejandro Aguirre,37,M,Páez,10,2025-01-01
775,Yeison Rentería,65,M,Yumbo,12,2024-10-13
776,Humberto González,42,F,Tinjacá,15,2025-04-29
777,Diego Wilfredo Vega,39,F,San Juan de Urabá,10,2024-04-01
778,Daniela Alejandra Arias Buitrago,30,F,Copacabana,14,2024-05-08
779,Marcela Arrieta,76,F,Nátaga,13,2023-08-08
780,Luz Leonor Flórez Reyes,36,M,La Playa,5,2024-05-13
781,Fernando Pedro Gaviria,66,F,La Capilla,6,2023-08-27
782,María Amelia Delgado Rodríguez,53,F,Ataco,2,2023-11-07
783,Myriam Elsa Martínez,29,M,Charta,17,2025-04-20
784,Luis Jorge Pinzón,78,M,Giraldo,4,2025-05-04
785,Enrique Hernández Martínez,58,F,Los Córdobas,14,2024-07-17
786,Alejandro Gustavo Gómez López,36,F,Planeta Rica,10,2024-07-12
787,Elena Paola Ballesteros Torres,29,M,Cali,3,2025-01-22
788,Judith Delgado Bohórquez,26,F,Mongua,3,2023-11-14
789,José Fernando García,24,M,Tame,15,2023-10-27
790,Pablo Mario García,45,M,Prado,6,2024-03-24
791,Magaly Carrillo,31,M,Enciso,17,2024-01-21
792,Karen Mena,48,M,Providencia,12,2024-10-26
793,Patricia Katherin Núñez Pérez,69,F,Peñol,11,2024-06-14
794,Juan Rojas,36,M,Santa Cruz de Mompox,4,2023-09-21
795,Julio López,75,M,El Dovio,6,2024-11-04
796,Fabio Jesús Sánchez,64,F,Hato Corozal,1,2024-08-11
797,Liliana Stella Hoyos Flórez,33,M,Algarrobo,16,2023-11-07
798,Alicia Luz Velasco,70,F,Pueblorrico,15,2023-10-30
799,Carmen Peña,22,F,Guadalupe,17,2025-01-20
800,Nayibe Ospina,52,F,La Gloria,8,2024-04-24
801,María Camacho Niño,29,M,Neira,12,2025-02-22
802,Paola Sánchez Morales,42,F,Samacá,10,2025-02-19
803,Abel Juan Pérez López,69,F,Guática,15,2023-11-29
804,Valentina Arias,76,M,Versalles,9,2024-04-27
805,Andrea Inés Gómez,38,F,Arauca,2,2024-03-05
806,Paula Lorena Torres,53,F,Yacuanquer,5,2024-09-29
807,Liliana Mosquera,70,F,Anorí,6,2024-02-14
808,Santiago Caicedo,40,F,Coveñas,7,2024-01-14
809,Deyanira Mesa,33,F,La Esperanza,1,2023-08-10
810,Rodolfo Bautista Monroy,74,M,Puerto Libertador,7,2025-03-29
811,Norma Hernández Quintero,56,F,Tesalia,12,2025-04-23
812,Hugo Alexis Ardila,62,F,El Castillo,16,2024-01-30
813,Luis Carlos Alzate,70,M,Paicol,16,2025-02-05
814,Andrés Benavides Torres,59,M,Yolombó,11,2024-02-29
815,Walter Danilo Arias,75,M,Entrerríos,4,2024-08-30
816,Sebastián Luis Castaño,56,F,San Jacinto,13,2025-02-10
817,María Sandra Ramos,31,M,Galapa,7,2024-11-01
818,Blanca Garcés Moreno,48,F,Supía,4,2023-12-22
819,Gustavo Marlon Figueroa Hernández,75,F,San Vicente de Chucurí,15,2023-12-08
820,Tatiana Guerrero,22,M,Santa Cruz de Mompox,19,2024-09-18
821,Jennifer Esperanza Castro Miranda,52,M,Samacá,9,2025-03-16
822,María Esperanza Gutiérrez,40,F,Pácora,11,2024-08-03
823,David Javier Gaviria Quintero,46,M,Distracción,8,2024-01-03
